数据来源,内容,点赞数,情绪标签,意图标签,提及产品,产品属性标签,发布时间
C酱1区,后通道紧致度就要比前通道更高，刮蹭感就比较单一了，没有前通道丰富。刺激度中高刺激。,0,中性,其他,,通道、通道刺激度,2025-11-23 22:42:17
C酱1区,大杯中杯超大杯,0,中性,其他,,,2025-11-24 09:27:31
C酱1区,无电动上手→低频1-3档→震动吮吸双倍开启→手持动作加电动榨干 由于TPE材质的特殊性，不开电，只手动，刺激度是不如五指山的，当你习惯了这种感觉，就可以开始从最低档位到最高档位的电动开始挑战,1,正面,使用反馈,,电动功能、材质、通道刺激度,2025-11-24 09:28:50
C酱1区,当你开到3档还能保持不寸，就开始搭配手摇和吮吸一起用，直到爆发~ 此间，养成一个固定的时间观念，也是非常重要的一环，规定10分钟，那就必须保证10分钟，中途有了感觉，立刻停下，让大脑清醒一下，再继续，通过动停动停的方法，锻炼自己的欧金金，将来会变的更强更壮哦~,1,正面,使用反馈,,电动功能、通道刺激度,2025-11-24 09:28:58
C酱1区,锻炼用星梨奈确实可以，我个人感觉提升还挺明显的,0,正面,使用反馈,星梨奈,材质、通道刺激度,2025-11-24 09:55:22
C酱1区,,3,中性,其他,,,2025-11-24 10:23:07
C酱1区,侧入也可以😊,0,正面,其他,,,2025-11-24 10:24:41
C酱1区,赤鸢虽然看起来大，但其实很好操作，因为有骨架，赤鸢很配合，什么造型都能掰出来，姿势也相对自由，特别是后面的位置，我特别喜欢，能亲眼看着撞击，然后产出一层一层的波浪，在鼙鼓上荡漾，虽然我看网上的视频，都说上位更好，不过我还是喜欢下位，因为整个人压制在上面，能立刻感受到那种回弹感觉！,0,正面,吐槽不满,赤鸢,材质,2025-11-24 10:27:19
C酱1区,确实,0,中性,简单互动,,材质,2025-11-24 10:27:30
C酱1区,可以，但是会累，需要换手,0,正面,吐槽不满,,,2025-11-24 10:30:16
C酱1区,蹲个测评,0,中性,其他,,,2025-11-24 10:31:56
C酱1区,三斤的半身造型，可爱女友风格,0,正面,其他,,外观,2025-11-24 10:50:42
C酱1区,当然可以，只不过清洗的时候麻烦一点，你可以买星梨奈min版。是单通道的。综合考虑来说最方便也最实用,0,正面,吐槽不满,星梨奈,通道、清洗、材质,2025-11-24 14:30:07
C酱1区,？ 你放行李箱里或者是弄个收纳盒就可以了,0,正面,其他,,收纳,2025-11-24 15:18:47
C酱1区,到手189,2,中性,使用反馈,,,2025-11-24 15:35:29
C酱1区,家用,0,中性,其他,,,2025-11-24 15:35:54
C酱1区,家里人老是翻我柜子,0,中性,其他,,,2025-11-24 15:36:08
C酱1区,可以的，有点重，全程单手除非你是健身人士，不然会有点累,1,正面,简单互动,,,2025-11-24 15:37:36
C酱1区,声音，不大，如果宿舍用可以配点音乐或者浴室水声掩盖过去,0,正面,其他,,噪音,2025-11-24 15:42:07
C酱1区,除非周围环境特别安静（加上心理紧张）不然还是不怎么能听得出来的,0,中性,咨询问题,,通道,2025-11-24 15:44:39
C酱1区,星梨奈性价比确实高！,0,中性,其他,星梨奈,材质,2025-11-24 15:46:56
C酱1区,垫厨房纸也可以的,0,正面,其他,,,2025-11-24 15:51:44
C酱1区,常年居于榜首，确实不错！,0,正面,其他,,材质,2025-11-24 15:54:40
C酱1区,主要是通道不好弄干,0,正面,吐槽不满,,通道,2025-11-24 15:59:43
C酱1区,莓莓兔属于半身了，更大通道是兔耳，更有设计感更刺激,0,中性,其他,莓莓兔,外观、通道、通道刺激度,2025-11-24 16:00:38
C酱1区,用厨房纸包住吸水棒捅进去擦干，然后再插上吸水棒等几分钟就差不多了,0,中性,其他,,清洗,2025-11-24 16:00:54
C酱1区,领了贴吧里面那个60r的卷，去店铺逛了下给了我一个20r的红包,0,中性,其他,,,2025-11-24 16:15:59
C酱1区,拿到了，超级可爱！很喜欢,0,正面,其他,,外观,2025-11-24 17:07:09
C酱1区,主要是震动功能，没啥声音,1,中性,其他,,噪音、电动功能,2025-11-24 17:27:03
C酱1区,弄个带锁的收纳盒锁起来,0,中性,其他,,收纳,2025-11-24 17:27:48
C酱1区,很喜欢星梨奈的设定,0,正面,其他,星梨奈,,2025-11-24 17:30:01
C酱1区,之前不到十分钟，昨晚状态特别好,0,正面,使用反馈,,,2025-11-24 17:45:00
C酱1区,慢慢玩,0,中性,吐槽不满,,通道刺激度,2025-11-24 17:45:07
C酱1区,看杯子大小，有条件全部洗哦,0,中性,其他,,清洗,2025-11-25 10:00:32
C酱1区,在订购的时候可以跟客服说下，随单多下一根吸水棒,0,正面,吐槽不满,,,2025-11-25 10:03:08
C酱1区,算吧，毕竟是模拟榛仁通道的，软杯手感也像,0,正面,其他,,通道、材质,2025-11-25 10:07:00
C酱1区,3斤的重量，双手手扶着,0,中性,其他,,,2025-11-25 10:08:16
C酱1区,加热棒，电热毯,0,正面,其他,,电动功能,2025-11-25 10:09:49
C酱1区,建议在套餐选购页面加入加购,0,中性,其他,,,2025-11-25 10:34:11
C酱1区,保持室内开着空调，然后再用加热棒就可以了,0,正面,其他,,电动功能,2025-11-25 12:32:46
C酱1区,对比下来吧友们选得最多的是星梨奈2，宿舍用选得最多的是星梨奈mini版,0,中性,使用反馈,星梨奈,,2025-11-25 12:41:44
C酱1区,用了几个杯子了，星梨奈是里面材质最好的一个，作为一个手动杯不错了，还有功能加分！,0,正面,使用反馈,星梨奈,材质,2025-11-25 12:42:26
C酱1区,可以，新手用无负担很好用的一个电动杯,0,正面,其他,,电动功能,2025-11-25 21:04:43
C酱1区,新手星梨奈，诺诺亚适合进阶了，次季度更高,0,中性,其他,星梨奈、诺诺亚,通道刺激度,2025-11-25 21:05:06
C酱1区,一个小妙招，先领券再加购，然后去店铺逛逛会有红包掉落的,1,正面,其他,,,2025-11-26 09:16:56
C酱1区,对的，星梨奈四个版本都是电动的,0,中性,其他,星梨奈,电动功能,2025-11-26 09:18:34
C酱1区,极限在我1开头的年龄飞了5次，完了之后感觉好累好累,0,正面,使用反馈,,,2025-11-26 09:21:41
C酱1区,传送门http://tieba.baidu.com/mo/q/checkurl?url=https%3A%2F%2Fpages.tmall.com%2Fwow%2Fa%2Fact%2Ftmall%2Fdailygroup%2F16355%2F16802%2Fwupr%3Fwh_pid%3Ddaily-465056%26disableNav%3DYES%26status_bar_transparent%3Dtrue%26sellerId%3D2216512629421%26activityId%3Dbbef0a562a644973b22b7bd93f200789%26toolName%3DitemCoupon&urlrefer=3828e76e19dafa9d355b1f6e7c186063,0,中性,咨询问题,,,2025-11-26 10:01:34
C酱1区,看你喜好，莓莓兔只有6斤，萝莉一点。更方便,0,正面,其他,莓莓兔,,2025-11-26 11:29:33
C酱1区,除去震动，哪个刺激度那个最高？,0,中性,咨询问题,,电动功能、通道刺激度,2025-11-26 12:31:33
C酱1区,可可狼姬一代和莓莓兔,0,中性,其他,可可狼姬、莓莓兔,,2025-11-26 13:32:54
C酱1区,可以，纯新手可以选1代慢玩的,1,正面,吐槽不满,,通道刺激度,2025-11-26 13:34:51
C酱1区,是的尤其是长时间挂机的兄弟，电动的省力多了,0,中性,其他,,电动功能,2025-11-26 13:48:38
C酱1区,,0,中性,其他,,,2025-11-26 13:49:23
C酱1区,的，赤鸢是黑皮，14斤重,0,中性,其他,赤鸢,,2025-11-26 13:58:10
C酱1区,是的，非常软用的是超软tpe,0,正面,其他,,材质,2025-11-26 13:58:26
C酱1区,挺舒服的，比起我其他3个半身，这个大小正合适，外形细节也做得好,0,正面,使用反馈,,外观,2025-11-26 13:58:39
C酱1区,买成多少啊？,0,中性,咨询问题,,,2025-11-26 14:00:20
C酱1区,700出头，活动期更便宜，但我等不及了,0,中性,其他,,,2025-11-26 14:03:34
C酱1区,,0,中性,其他,,,2025-11-26 16:32:51
C酱1区,一代属于慢玩了,0,中性,吐槽不满,,通道刺激度,2025-11-26 16:46:25
C酱1区,赤鸢要更加软，赤鸢是黑皮，娜娜子是白皮,0,正面,其他,赤鸢,材质,2025-11-26 16:56:27
C酱1区,必须用,0,中性,其他,,,2025-11-26 16:57:54
C酱1区,手感很好的，香香软软,0,正面,其他,,气味、材质,2025-11-26 17:01:35
C酱1区,很有生活了,0,中性,其他,,,2025-11-26 17:02:36
C酱1区,小孩子才做选择,0,中性,其他,,,2025-11-26 17:03:09
C酱1区,赞,0,正面,简单互动,,,2025-11-26 17:04:13
C酱1区,弄个收纳盒也行,0,正面,其他,,收纳,2025-11-26 17:04:54
C酱1区,不怎么适合新手，适合老司机,0,中性,咨询问题,,,2025-11-26 17:07:23
C酱1区,半身外形加上软胶，内部通道结构复制，可玩性还挺高的,0,正面,其他,,外观、通道、材质,2025-11-26 17:11:01
C酱1区,试试呗,0,中性,其他,,,2025-11-26 17:12:32
C酱1区,挺高的,0,中性,其他,,,2025-11-26 17:13:14
C酱1区,可以试试丝袜玩法，本身电动杯也有很多玩法的，可以开发开发,0,正面,其他,,电动功能,2025-11-26 17:14:06
C酱1区,niuniu会痛的,0,中性,其他,,,2025-11-26 17:16:25
C酱1区,用星梨奈一周三四次,0,中性,其他,星梨奈,,2025-11-26 17:51:47
C酱1区,买！,0,中性,其他,,,2025-11-26 18:18:35
C酱1区,外形没得说，可爱粉嫩，满足幻想。,0,正面,其他,,外观,2025-11-26 18:28:55
C酱1区,星梨奈是震动，吮吸功能诺诺亚,0,中性,其他,星梨奈、诺诺亚,电动功能,2025-11-26 18:43:21
C酱1区,星梨奈是电动杯，玩法就更多，相当于一杯两用既可以手动又可以电动，而且手感很好，通道包裹感很强，也送了清洁套装，很好用。,0,正面,其他,星梨奈,通道、清洗、电动功能,2025-11-26 18:44:49
C酱1区,是软弹的，我感觉材质很好，双通道包裹感强，像被Q弹的布丁紧紧裹住一样,0,正面,使用反馈,,通道、材质,2025-11-26 18:45:38
C酱1区,新手更推荐星梨奈吗？,0,正面,其他,星梨奈,,2025-11-26 18:55:40
C酱1区,莓莓兔或者可可狼姬1代，都属于次级型的,0,中性,其他,可可狼姬、莓莓兔,,2025-11-26 19:14:44
C酱1区,如果你比较铭感那就星1，如果你用手时间很长，也可以上诺诺亚，取决于你自身的铭感程度,0,正面,其他,诺诺亚,通道刺激度,2025-11-27 09:25:57
C酱1区,赤鸢是14的，皮鼓比较瓷实，整体外形是欧派的,0,中性,其他,赤鸢,外观、材质,2025-11-27 09:44:27
C酱1区,很软哦，皮鼓部分还做了软硬分区，手感不一样,0,中性,其他,,材质,2025-11-27 09:45:21
C酱1区,一代慢玩，二代进阶，纯新手可以一代,0,正面,吐槽不满,,通道刺激度,2025-11-27 09:56:34
C酱1区,星梨奈很实用，磁吸充电很方便，还能防水，用完直接冲一冲就行，配的清洁工具让清洗也不费劲,0,正面,其他,星梨奈,清洗、电动功能、材质,2025-11-27 13:10:39
C酱1区,看需求，星梨奈二代比一代会次激一点，特别是通道，是四联子贡的设计，有一层一层的突破感。,13,中性,其他,星梨奈,外观、通道,2025-11-27 13:23:18
C酱1区,一个电动大屯，一个黑皮半身，如果你想要次级的选娅莎塔，喜欢真实外形的就赤鸢，个人而言黑皮很戳我xp，很不错。,0,正面,其他,赤鸢,外观、电动功能、材质,2025-11-27 15:45:34
C酱1区,包装盒太好看了！,0,正面,其他,,外观,2025-11-27 16:24:44
C酱1区,确定是6️⃣子想要？,0,中性,其他,,,2025-11-27 16:55:17
C酱1区,有点，属于中上刺激,0,中性,其他,,通道刺激度,2025-11-27 17:03:45
C酱1区,冲洗软管，用来洗杯子通道的，很方便,0,正面,其他,,通道、清洗、材质,2025-11-27 18:25:08
C酱1区,这个可可狼姬是多重的啊，有图吗？,0,中性,其他,可可狼姬,,2025-11-27 18:28:51
C酱1区,先弄了一个星梨奈，等12再入诺诺亚,0,中性,其他,星梨奈、诺诺亚,,2025-11-27 18:33:35
C酱1区,星梨奈吧，诺诺亚我一下就完了……,12,中性,其他,星梨奈、诺诺亚,,2025-11-27 19:18:31
C酱1区,我想要次级一点的，选1.0还是2.0诶,0,中性,其他,,,2025-11-27 19:21:28
C酱1区,1.0和2.0有什么区别呢？,0,中性,其他,,,2025-11-27 19:33:53
C酱1区,感觉黄油小姐ip是属于那种傲娇初恋女友类型，很可爱,0,正面,使用反馈,黄油小姐,外观,2025-11-27 19:34:32
C酱1区,纠结赤鸢还是可可，黑皮太夯了！,0,中性,其他,可可狼姬、赤鸢,,2025-11-27 19:41:47
C酱1区,好好看！！！,0,正面,其他,,外观,2025-11-28 09:38:34
C酱1区,看看2楼，有幽会券,0,中性,其他,,,2025-11-28 09:40:15
C酱1区,可可狼姬1.0更次级,0,中性,其他,可可狼姬,,2025-11-28 10:52:48
C酱1区,大佬细嗦,0,中性,其他,,,2025-11-28 11:48:15
C酱1区,把球体放入通道内部，深入进去的时候，由于球体跟内壁之间会有间隙，所以niuniu顶到深处会被球体挤开，让niuniu钻入间隙中去，体验被球体和rou壁双重jia击的kuai感~,0,正面,使用反馈,,通道、收纳,2025-11-28 11:56:30
C酱1区,将球体放在通道口，进入时会受到球体的阻碍，体验层层突破的kuai感;由于球体撑起了通道趋于宽松，每进去一寸通道就会旋转紧缩，前段阻挡，后段通道挤压，双重kuai感!,0,负面,使用反馈,,通道、收纳,2025-11-28 11:57:04
C酱1区,实践了就知道了哦,0,中性,其他,,材质,2025-11-28 11:57:13
C酱1区,很软，回弹明显，体验感很好舒服~,0,正面,使用反馈,,材质,2025-11-28 13:54:47
C酱1区,不用了,0,中性,使用反馈,,,2025-11-28 14:35:23
C酱1区,买杯子就会送吗？,0,中性,其他,,,2025-11-28 18:06:29
C酱1区,很喜欢这次的包装图和雌小鬼的人设！,0,正面,其他,,,2025-11-28 18:14:52
C酱1区,只用过赤鸢，还不错，很舒服,0,正面,其他,赤鸢,,2025-11-28 18:30:54
C酱1区,做活动送的，可以问客服,0,正面,吐槽不满,,,2025-11-28 19:28:05
C酱1区,水甩一甩再吸诶,0,中性,其他,,,2025-11-28 23:28:12
C酱1区,声音不大,0,中性,其他,,噪音,2025-11-28 23:29:05
C酱1区,还可以吧 吸吮加震动 还是ok的 高档位动起来的时候 两边像是盆骨一样突然夹你一下 猝不及防,0,正面,其他,,电动功能,2025-11-29 04:29:40
C酱1区,tb coc家,0,中性,其他,,,2025-11-29 04:29:53
C酱1区,软,0,正面,其他,,材质,2025-11-29 10:24:19
C酱1区,cy,0,中性,其他,,,2025-11-29 10:25:35
C酱1区,自带的小衣服真可爱😍,0,正面,其他,,外观,2025-11-29 18:10:33
C酱1区,手甩能甩干吗,0,中性,其他,,,2025-11-30 11:32:13
C酱1区,男人的情商是排在金钱和相貌前面的，看那些不上班相貌也不怎么样的街头混混不缺女人就知道了,4,中性,咨询问题,,,2025-11-30 14:41:22
C酱1区,震感强吗？吸力大不大？,0,正面,其他,,,2025-12-01 01:46:09
C酱1区,吧友反馈挺强的，尤其是震动+吮吸的搭配得到了1+1>2的效果,0,正面,其他,,电动功能,2025-12-01 10:04:36
C酱1区,一代属于慢玩，二代要次级些！,0,中性,吐槽不满,,通道刺激度,2025-12-01 10:28:54
C酱1区,陆续入的，到没有算过,0,中性,其他,,,2025-12-01 11:05:55
C酱1区,总结到位，会玩！,0,中性,其他,,,2025-12-01 12:00:35
C酱1区,mini版本小一点，通道只有一个，电动的声音更小，适合宿舍玩，如果想要更多体验可以二代双通道,0,正面,使用反馈,,噪音、通道、电动功能,2025-12-01 12:01:42
C酱1区,插个眼,0,中性,其他,,,2025-12-01 13:35:14
C酱1区,星梨奈还不错,0,正面,其他,星梨奈,,2025-12-01 14:16:32
C酱1区,🐂🍺,0,中性,其他,,,2025-12-01 14:19:08
C酱1区,1.0软,0,正面,其他,,材质,2025-12-01 14:36:15
C酱1区,太duang了，像黄油布丁,0,中性,其他,,,2025-12-01 14:36:55
C酱1区,我是入的普通版，我感觉就可以,0,正面,使用反馈,,,2025-12-01 14:38:19
C酱1区,不适合,0,中性,其他,,,2025-12-01 14:44:30
C酱1区,感觉星梨奈就很不错,0,正面,使用反馈,星梨奈,,2025-12-01 14:46:07
C酱1区,星梨奈啊，香香软软的有xiong有pp,0,正面,其他,星梨奈,气味、材质,2025-12-01 16:36:16
C酱1区,为什么不可以呢，有什么门槛,0,正面,其他,,,2025-12-01 16:37:11
C酱1区,黑皮很特别，健康美丽,0,中性,其他,,外观,2025-12-01 16:45:46
C酱1区,还好吧，14斤就当一个哑铃的重量咯,0,正面,其他,,,2025-12-01 16:46:53
C酱1区,经验之谈？,0,中性,其他,,,2025-12-01 16:51:19
C酱1区,一代属于慢玩，纯新手可以从一代入手,0,正面,吐槽不满,,通道刺激度,2025-12-01 17:11:13
C酱1区,诺诺亚挺刺激的,0,中性,其他,诺诺亚,通道刺激度,2025-12-02 09:24:51
C酱1区,外形通道&柔软度和次级度都有区别呢,0,正面,其他,,外观、通道、材质、通道刺激度,2025-12-02 10:25:02
C酱1区,我一般是：先洗完，口向下挤，向下轻甩出多余水分； 然后放在毛巾或纸上，塞入吸水棒（不要通太深），静止一会，这段时间刚好收拾一下。然后双手揉搓几圈； 有特殊结构，静止时口向下用细棒把洗脸巾塞进去。然后捏两下就好了,0,正面,其他,,收纳、清洗,2025-12-02 10:33:52
C酱1区,不能直接甩干，你可以轻甩一下，然后再用吸水棒,0,正面,其他,,,2025-12-02 10:35:13
C酱1区,1：冲洗完，口向下挤，向下轻甩出多余水分。 2：放在毛巾或纸上，塞入吸水棒（不要通太深），静止一会，这段时间刚好收拾一下。然后双手揉搓几圈。 3：有特殊结构，静止时口向下用细棒把洗脸巾塞进去。然后捏两下就好了,1,正面,其他,,收纳、清洗,2025-12-02 10:35:26
C酱1区,好的佬,0,正面,其他,,,2025-12-02 10:35:49
C酱1区,可以试试我的清洁方式：1：冲洗完，口向下挤，向下轻甩出多余水分。2：放在毛巾或纸上，塞入吸水棒（不要通太深），静止一会，这段时间刚好收拾一下。然后双手揉搓几圈。3：有特殊结构，静止时口向下用细棒把洗脸巾塞进去。然后捏两下就好了,0,正面,其他,,收纳、清洗,2025-12-02 10:43:58
C酱1区,星梨奈几代都是电动款，主要功能是震动,0,中性,其他,星梨奈,电动功能,2025-12-02 10:44:40
C酱1区,你是新手吗？吧友们大多数选的是二代，如果是纯新手来说可以先一代慢玩的,0,正面,吐槽不满,,通道刺激度,2025-12-02 10:45:18
C酱1区,新手可以用吗？,0,正面,其他,,,2025-12-02 13:08:34
C酱1区,黄油小姐赛高 1.0 2.0都有，依旧弹软属实，喜欢！,0,正面,其他,黄油小姐,材质,2025-12-02 13:09:13
C酱1区,前面可可和黄油小姐都有了，想弄个半身，赤鸢咋样？,0,中性,其他,可可狼姬、赤鸢、黄油小姐,,2025-12-02 13:44:39
C酱1区,谁会嫌杯子多呢,0,中性,其他,,,2025-12-02 14:00:06
C酱1区,清洗方便吗？,3,中性,其他,,清洗,2025-12-02 14:10:40
C酱1区,是的,0,中性,其他,,,2025-12-02 14:22:33
C酱1区,30多斤的，感觉太重了，清洗太麻烦了，用的过程中感觉切换姿势也不方便。,0,中性,使用反馈,,清洗,2025-12-02 14:32:29
C酱1区,小半身，有xiong有雷不夸张，线条流程，挺好看的,0,中性,其他,,外观,2025-12-02 14:39:36
C酱1区,要么换杯子要么换一个小一点的半身吧，我感觉十八斤以下的是对我来说完美的半身重量,0,正面,使用反馈,,外观,2025-12-02 14:44:45
C酱1区,1800g,0,中性,其他,,,2025-12-02 15:06:33
C酱1区,是的,0,中性,其他,,,2025-12-02 15:06:43
C酱1区,这要取决于你怎么用，爱惜得当2-3年都有可能,0,正面,咨询问题,,,2025-12-02 15:09:22
C酱1区,像一位故人,0,中性,其他,,,2025-12-02 15:50:57
C酱1区,双12快开始了,0,中性,其他,,,2025-12-02 17:56:00
C酱1区,只用过赤鸢，还不错的,0,正面,其他,赤鸢,,2025-12-02 20:01:55
C酱1区,就我而言不需要，一周打一次粉就可以了,0,正面,其他,,,2025-12-02 20:10:59
C酱1区,还挺好看的，这个尺寸多少？,0,正面,咨询问题,,外观,2025-12-02 20:12:21
C酱1区,重量是1800g的,0,中性,其他,,,2025-12-03 13:54:19
C酱1区,那诺诺亚呢，大哥有用过嘛,0,中性,其他,诺诺亚,,2025-12-03 18:40:00
C酱1区,对呀，到时候真的冲爆了，主要是coc做的细节很到位，其他的半身，同价位的就染个色，比较敷衍。,0,正面,吐槽不满,,,2025-12-03 18:58:36
C酱1区,不算小，但装机感很不错,0,正面,其他,,,2025-12-04 09:15:18
C酱1区,娜娜子不推荐下新手，够次级，新手体验不到其中乐趣,0,正面,使用反馈,,,2025-12-04 09:46:26
C酱1区,我没有一起买，陆续入的,0,中性,其他,,,2025-12-04 09:46:50
C酱1区,,0,中性,其他,,,2025-12-04 11:03:51
C酱1区,穿上自带的小衣服更想了,0,中性,其他,,,2025-12-04 11:21:54
C酱1区,我木有买,0,中性,其他,,,2025-12-04 11:22:59
C酱1区,可以等等新品，我买来试试，马上就要出了,0,正面,其他,,,2025-12-04 11:23:26
C酱1区,除非是小杯子玩腻了，特定xp，30多斤穿搭观赏价值大于使用,0,中性,其他,,,2025-12-04 11:23:51
C酱1区,全身防水的，就正常清洗,2,中性,其他,,清洗,2025-12-04 11:24:42
C酱1区,+10086,1,中性,其他,,,2025-12-04 11:25:31
C酱1区,不需要啊，你感觉有点粘了就要涂了,0,中性,使用反馈,,,2025-12-04 11:35:40
C酱1区,通道内要打粉吗,0,中性,其他,,通道,2025-12-04 17:12:14
C酱1区,真好看，cy,0,正面,其他,,外观,2025-12-04 17:14:44
C酱1区,coc产品细节是真没错，每个杯,0,中性,其他,,,2025-12-04 17:19:31
C酱1区,cy,1,中性,其他,,,2025-12-04 17:28:10
C酱1区,还需要单独买润滑液吗？,0,中性,其他,,,2025-12-04 19:12:31
C酱1区,想整一个了，这能用多久啊？,0,中性,其他,,,2025-12-04 19:14:04
C酱1区,外形是我见过最好看的半身了,0,正面,其他,,外观,2025-12-04 19:27:46
C酱1区,感觉声音很小，洗澡的时候花洒水声就能盖过,0,中性,使用反馈,,噪音、清洗,2025-12-04 19:29:08
C酱1区,新手还是老实星梨奈吧，看到好几个哥们直接入的诺诺亚都被秒了,0,正面,其他,星梨奈、诺诺亚,材质,2025-12-04 20:14:46
C酱1区,看看其他家的半身，这二代那二代的，coc跟进的有点慢啊,0,中性,吐槽不满,,,2025-12-05 01:23:49
C酱1区,准备个盆，再用冲洗棒，洗完靠着东西站立让水自然流出，差不多了就塞吸水棒进去一晚，就差不多了,0,正面,其他,,清洗,2025-12-05 09:08:38
C酱1区,tpe材质会出油的，正常出油,0,中性,其他,,清洗、材质,2025-12-05 09:09:02
C酱1区,诺诺亚次级度更高！,0,中性,其他,诺诺亚,通道刺激度,2025-12-05 09:19:43
C酱1区,不用，打粉打在杯子外面,0,中性,其他,,,2025-12-05 14:31:59
C酱1区,啊？真的？,1,中性,简单互动,,,2025-12-05 14:33:45
C酱1区,我不信,0,中性,其他,,,2025-12-05 14:34:03
C酱1区,用了几个月 感觉好麻烦 震动和吮吸感不强 清洗不便 通道不是全封闭的 有点漏水的感觉 优点就是 姿势和体位多 腿是骨架的 操作性好,0,正面,使用反馈,,通道、清洗、电动功能,2025-12-05 15:51:20
C酱1区,捏起来很软，回弹也很明显，大小一只手能握全，鼙鼓的比xiong更好玩,0,正面,使用反馈,,材质,2025-12-05 18:19:07
C酱1区,软,0,正面,其他,,材质,2025-12-05 20:51:03
C酱1区,规律的用,0,中性,其他,,,2025-12-05 20:51:27
C酱1区,诺诺亚这么次级的吗？,0,中性,其他,诺诺亚,,2025-12-05 21:10:56
C酱1区,捏起来很软，回弹明显，喜欢软杯的绝对会喜欢,0,正面,其他,,材质,2025-12-05 21:11:32
C酱1区,毛孔？鸡皮？这看起来也太真实了吧！,0,正面,其他,,材质,2025-12-05 21:12:49
C酱1区,赠品真多，都不用再单独买其他配件了,0,中性,其他,,,2025-12-05 21:17:20
C酱1区,喜欢这次的立牌，摆电脑桌上了,0,正面,其他,,,2025-12-05 21:18:39
C酱1区,,0,中性,其他,,,2025-12-06 09:51:10
C酱1区,好,0,正面,其他,,,2025-12-06 10:06:22
C酱1区,那可能感觉还行，因为首发价好像也是275,0,正面,使用反馈,,,2025-12-06 15:33:46
C酱1区,666,0,中性,简单互动,,,2025-12-06 16:01:20
C酱1区,,0,中性,其他,,,2025-12-06 16:03:35
C酱1区,我的为啥一个月就开裂了,0,中性,其他,,,2025-12-06 20:54:04
C酱1区,又被搬了,0,中性,其他,,,2025-12-06 22:19:33
C酱1区,辛苦，兄弟了,0,中性,其他,,,2025-12-07 21:56:04
C酱1区,宿舍用可以洗澡的时候用,0,正面,其他,,清洗,2025-12-07 21:56:42
C酱1区,好,0,正面,其他,,,2025-12-07 21:56:59
C酱1区,浴室用,0,中性,其他,,,2025-12-07 21:57:22
C酱1区,很舒服，手感很好,0,正面,其他,,,2025-12-07 21:57:55
C酱1区,赤鸢！！！,0,中性,其他,赤鸢,,2025-12-07 22:00:51
C酱1区,,0,中性,其他,,,2025-12-07 22:25:21
C酱1区,niuniu只有9，楼主有什么推荐的吗,13,正面,其他,,,2025-12-08 01:50:08
C酱1区,跟着节奏来,0,中性,其他,,,2025-12-08 09:56:57
C酱1区,喜欢那种外形？屯还是半身呢？,0,正面,其他,,外观,2025-12-08 10:03:05
C酱1区,看个人的使用频率暴力程度还有保养哦，一般半年到两年的都有,0,中性,其他,,清洗、通道刺激度,2025-12-08 10:15:10
C酱1区,手感很软，TPE的，硅胶的就不是这个价了,0,正面,其他,,材质,2025-12-08 11:19:43
C酱1区,那个杯子用起来最舒服？,0,正面,其他,,,2025-12-08 11:31:56
C酱1区,仁者见仁智者见智，看你适合那种杯子，我用起来好的你不一定适合，你喜欢的我不一定喜欢，大多数还是要试了才知道，新手可以从星梨奈黄油小姐开始,0,正面,其他,星梨奈、黄油小姐,,2025-12-08 11:33:13
C酱1区,诺诺亚比YU酱好多了，商家应该也是看到YU酱缺点再出的诺诺亚,0,正面,吐槽不满,诺诺亚,,2025-12-08 11:43:35
C酱1区,确实,0,中性,简单互动,,材质,2025-12-08 12:28:26
C酱1区,YU是24年4月左右出的,0,中性,其他,,,2025-12-08 12:28:46
C酱1区,min吧，单通道清洗的时候也方便点，振子的强度也低一点，不至于边开边那个的时候马上出来,0,正面,其他,,通道、清洗、通道刺激度,2025-12-08 12:30:56
C酱1区,遗憾落败，下次继续参与,0,中性,吐槽不满,,,2025-12-08 12:44:50
C酱1区,636是好价吗,0,正面,其他,,,2025-12-08 13:34:25
C酱1区,636是好价吗,0,正面,其他,,,2025-12-08 13:38:56
C酱1区,双12多少？,0,中性,咨询问题,,,2025-12-08 13:48:50
C酱1区,这个袋子要不要扔掉哦,0,中性,其他,,,2025-12-08 13:50:49
C酱1区,太喜欢赤鸢的外形了,0,正面,其他,赤鸢,外观,2025-12-08 14:25:40
C酱1区,等晚上20点后抢前n秒杀，现在不买，就这么点时间等得起,0,中性,使用反馈,,,2025-12-08 14:27:31
C酱1区,我选的全能绅士套餐，里面有清洗刷,1,中性,其他,,清洗,2025-12-08 14:28:45
C酱1区,贴吧卷加上tb活动再加上淘金币，充值购物金会更低一点,0,中性,其他,,,2025-12-08 14:30:27
C酱1区,谢了哥们，购物金一冲又低了30来块，嘻嘻,4,正面,其他,,,2025-12-08 14:32:05
C酱1区,你等晚上八点后再看诶，有前n秒杀,0,中性,其他,,,2025-12-08 14:36:23
C酱1区,好嘞，今晚吗？我再等等,0,正面,其他,,,2025-12-08 14:45:45
C酱1区,放通道里面。增加ci激的,0,中性,其他,,通道、收纳,2025-12-08 14:58:24
C酱1区,黄油小姐1.0通道要短一点，其实也不影响玩杯，只是像是莓莓兔这类特别的通道对尺寸有要求，其他杯子没啥要求。,0,中性,其他,莓莓兔、黄油小姐,噪音、通道、材质,2025-12-08 14:59:50
C酱1区,对,0,中性,其他,,,2025-12-08 15:05:54
